id,filename,full_classification,top_level_class
14623,http:##www.iscs.nus.edu.sg#~liub#publications#ijcai95.rut.ps,/Artificial_Intelligence/Planning/,Artificial_Intelligence
14636,ftp:##may.cs.ucla.edu#pub#papers#icpp95-uc.ps.gz,/Programming/Compiler_Design/,Programming
14639,ftp:##ftp.cs.umass.edu#pub#techrept#techreport#1990#UM-CS-1990-118.ps,/Operating_Systems/Realtime/,Operating_Systems
14642,ftp:##ftp.ics.hawaii.edu#pub#tr#ics-tr-93-10.ps.Z,/Operating_Systems/Realtime/,Operating_Systems
14647,ftp:##ftp.cs.umass.edu#pub#techrept#techreport#1995#UM-CS-1995-062.ps,/Programming/Compiler_Design/,Programming
14648,ftp:##ftp.cs.umass.edu#pub#techrept#techreport#1994#UM-CS-1994-046.ps,/Programming/Debugging/,Programming
14659,ftp:##www.cs.rutgers.edu#pub#technical-reports#lcsr-tr-141.ps.Z,/Programming/Debugging/,Programming
14669,http:##www.cs.purdue.edu#homes#young#papers#SERC-TR-128-P.ps.Z,/Programming/Debugging/,Programming
14688,http:##www.cs.yale.edu#pub#TR#tr882.ps.gz,/Data_Structures__Algorithms_and_Theory/Parallel/,Data_Structures__Algorithms_and_Theory
14700,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR92301-S.ps.gz,/Programming/Compiler_Design/,Programming
14713,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR91205-S.ps.gz,/Programming/Compiler_Design/,Programming
14757,http:##www.ri.cmu.edu#afs#cs#user#kseymore#html#papers#SLT_96_CMU_LM.ps,/Artificial_Intelligence/Speech/,Artificial_Intelligence
14759,http:##www.cs.cmu.edu#afs#cs#user#alex#docs#idvl#bntuw98#mli#bnmli98f.ps,/Information_Retrieval/Retrieval/,Information_Retrieval
14785,http:##www.cs.unc.edu#~clark#papers#srm1.ps,/Networking/Protocols/,Networking
14786,ftp:##gaia.cs.umass.edu#pub#Kasera96:Scalable.ps.Z,/Networking/Protocols/,Networking
14788,http:##www.cs.gatech.edu#fac#Mostafa.Ammar#papers#tonarq.ps.gz,/Networking/Protocols/,Networking
14792,http:##www.tns.lcs.mit.edu#~djw#library#lbrm.ps.gz,/Networking/Protocols/,Networking
14793,http:##www.cs.cornell.edu#skeshav#tenet#Keshav91a.ps,/Networking/Protocols/,Networking
14796,http:##www.cs.bu.edu#techreports#96-006-measuring-bottleneck-link.ps.Z,/Networking/Protocols/,Networking
14800,http:##www.cs.cmu.edu#afs#cs#usr#deadslug#ftp#traj.iros95.ps.Z,/Artificial_Intelligence/Robotics/,Artificial_Intelligence
14807,http:##www.cse.ucsc.edu#~mark#papers#nips95-fin.ps,/Artificial_Intelligence/Machine_Learning/Theory/,Artificial_Intelligence
14829,http:##www.cs.ucla.edu#classes#cs219#NS#otcl-0.96#doc#otcl-paper.ps.gz,/Programming/Object_Oriented/,Programming
14838,ftp:##ftp.isi.edu#confctrl#docs#draft-ietf-mmusic-sap-00.ps,/Networking/Internet/,Networking
14850,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR92249.ps.gz,/Programming/Compiler_Design/,Programming
14860,http:##pcl.cs.ucla.edu#~manu#papers#diss.ps,/Programming/Compiler_Design/,Programming
14868,http:##www.cs.wisc.edu#~fischer#ftp#pub#tech-reports#ncstrl.uwmadison#CS-TR-92-1108#CS-TR-92-1108.ps.Z,/Programming/Debugging/,Programming
14877,http:##www.cs.pitt.edu#~gupta#research#SE#icsm94.ps,/Programming/Debugging/,Programming
14878,http:##www.cs.pitt.edu#~soffa#research#Comp#lcpc96.ps,/Programming/Compiler_Design/,Programming
14881,http:##www.cs.cornell.edu#Info#Projects#Bernoulli#papers#pldi93.ps,/Programming/Compiler_Design/,Programming
14905,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR94455-S.ps,/Programming/Compiler_Design/,Programming
14970,http:##www.cs.utoronto.ca#~cogrobo#sheila-aaai97.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
14984,ftp:##ftp.cs.rochester.edu#pub#papers#ai#94.tn2.Trains_93_dialogues.ps.gz,/Artificial_Intelligence/Planning/,Artificial_Intelligence
14985,ftp:##ftp.cs.rochester.edu#pub#papers#ai#94.heeman.ARPA_HLT.ps.Z,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15020,ftp:##ftp.ifad.dk#pub#papers#formnot.ps.gz,/Operating_Systems/Realtime/,Operating_Systems
15024,ftp:##ftp.cis.upenn.edu#pub#graphics#public_html#badler#pap#pap.ps.gz,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
15025,http:##c.gp.cs.cmu.edu:5103#afs#cs.cmu.edu#user#aw#www#ps#flexible-contact.ps.Z,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
15041,http:##www.math.macalester.edu#~fox#old#cs62-97#ambrosch+94.ps,/Programming/Compiler_Design/,Programming
15050,http:##www.cs.berkeley.edu#~kubitron#compread#consel-noel96.ps,/Programming/Compiler_Design/,Programming
15051,http:##www.cs.rice.edu:80#~mpal#papers#IR95.ps,/Programming/Compiler_Design/,Programming
15054,http:##www.cs.berkeley.edu#~kubitron#compread#uw-dyc.ps,/Programming/Compiler_Design/,Programming
15055,http:##www.cs.washington.edu#homes#mock#papers#pepm97.ps,/Programming/Compiler_Design/,Programming
15059,http:##simon.cs.cornell.edu#Info#Projects#Bernoulli#papers#pldi94.ps,/Programming/Compiler_Design/,Programming
15066,http:##www.cs.washington.edu#homes#mernst#pubs#vdg-popl94.ps,/Programming/Compiler_Design/,Programming
15073,http:##http.cs.berkeley.edu#~leungt#Research#ICCV95_final.ps.gz,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15076,ftp:##ftp.ai.mit.edu#pub#cbcl#cvpr97-face.ps.gz,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
15080,http:##www.ius.cs.cmu.edu#IUS#sourdough_usr0#har#papers#cvpr98#tr.ps.gz,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15083,http:##www.ai.mit.edu#~mjones#CVPR97.ps,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15087,ftp:##theory.lcs.mit.edu#pub#people#rdb#msthesis.ps.Z,/Operating_Systems/Memory_Management/,Operating_Systems
15100,ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-307.ps.Z,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15105,ftp:##whitechapel.media.mit.edu#pub#tech-reports#TR-306.ps.Z,/Human_Computer_Interaction/Wearable_Computers/,Human_Computer_Interaction
15106,http:##www.umiacs.umd.edu#users#yaser#cvpr94.proc.ps.Z,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15108,http:##www.is.cs.cmu.edu#papers#speech#1995#ICASSP_95_Tanja_Schultz.ps.gz,/Artificial_Intelligence/Speech/,Artificial_Intelligence
15111,http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#alavie#www#papers#EuroSpeech-93.ps,/Artificial_Intelligence/Speech/,Artificial_Intelligence
15112,http:##www.is.cs.cmu.edu#papers#speech#1994#ICASSP94.janus.ps.gz,/Artificial_Intelligence/Speech/,Artificial_Intelligence
15114,ftp:##ftp.icsi.berkeley.edu#pub#techreports#1993#tr-93-068.ps.gz,/Artificial_Intelligence/Speech/,Artificial_Intelligence
15134,http:##www-npsnet.cs.nps.navy.mil#npsnet#publications#NPSNET.Simplification.of.Objects.Rendered.by.Polygonal.Approximations.ps.Z,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
15137,http:##www.cs.ucsb.edu#oocsb#self#papers#chambers-thesis#thesis.ps.Z,/Programming/Object_Oriented/,Programming
15150,http:##www.cs.arizona.edu#people#debray#papers#susp_analysis.ps,/Programming/Logic/,Programming
15153,http:##www.cs.cmu.edu#afs#cs#user#nch#ftp#engine.ps.Z,/Programming/Logic/,Programming
15187,http:##www.cs.umd.edu#~tseng#papers#ics91.ps,/Programming/Compiler_Design/,Programming
15213,ftp:##ftp.cs.washington.edu#tr#1994#01#UW-CSE-94-01-07b.PS.Z,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
15217,ftp:##ftp.cs.washington.edu#tr#1996#01#UW-CSE-96-01-05.d#UW-CSE-96-01-05b.ps.gz,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
15218,http:##www.cs.ucsb.edu#TRs#techreports#TRCS95-17.ps,/Information_Retrieval/Digital_Library/,Information_Retrieval
15224,http:##www1.cern.ch#PapersWWW94#ekatz.ps,/Information_Retrieval/Digital_Library/,Information_Retrieval
15226,ftp:##gatekeeper.dec.com#pub#DEC#WRL#research-reports#WRL-TR-95.5.ps,/Networking/Internet/,Networking
15234,http:##www.neci.nj.nec.com#homepages#wds#dugp3.ps,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
15251,ftp:##theory.lcs.mit.edu#pub#people#goemans#tsp.ps,/Artificial_Intelligence/Games_and_Search/,Artificial_Intelligence
15271,http:##theory.lcs.mit.edu#~luca#pubs#tsp.ps.Z,/Artificial_Intelligence/Games_and_Search/,Artificial_Intelligence
15273,http:##www.cs.utexas.edu#users#plaxton#ps#1994#texas_25.ps,/Data_Structures__Algorithms_and_Theory/Sorting/,Data_Structures__Algorithms_and_Theory
15290,http:##www.cs.utah.edu#projects#robot#papers#Navigation_Papers#sutherland.ps.gz,/Artificial_Intelligence/Robotics/,Artificial_Intelligence
15296,http:##www.cs.ucsb.edu#~almeroth#publish#JSAC:VOD.ps.gz,/Networking/Protocols/,Networking
15317,http:##robotics.eecs.berkeley.edu#~emiris#papers#issac94.ps.gz,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
15338,ftp:##dimacs.rutgers.edu#pub#dimacs#TechnicalReports#TechReports#1995#95-22.ps.gz,/Encryption_and_Compression/Encryption/,Encryption_and_Compression
15360,ftp:##ftp.cs.berkeley.edu#ucb#sprite#papers#trans-proc-mig.ps,/Operating_Systems/Distributed/,Operating_Systems
15361,http:##HTTP.CS.Berkeley.EDU#~dusseau#Papers#sigmetrics96.ps.gz,/Operating_Systems/Memory_Management/,Operating_Systems
15362,http:##now.cs.berkeley.edu#Implicit#csd-95-881.ps,/Data_Structures__Algorithms_and_Theory/Sorting/,Data_Structures__Algorithms_and_Theory
15367,http:##www.cs.berkeley.edu#Research#Projects#parallel#castle#mantis#spdt96.ps,/Programming/Debugging/,Programming
15388,http:##http.cs.berkeley.edu#~elan#pubs#papers#asplos-96.ps,/Networking/Internet/,Networking
15391,http:##www.eecs.umich.edu#~rmalan#publications#wrapms96.ps.gz,/Human_Computer_Interaction/Cooperative/,Human_Computer_Interaction
15392,http:##www.eecs.umich.edu#~rmalan#publications#ICDCS-97.ps.gz,/Operating_Systems/Distributed/,Operating_Systems
15394,http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#bnoble#Web#papers#dagstuhl94.ps,/Operating_Systems/Distributed/,Operating_Systems
15403,http:##www.cs.washington.edu#homes#egs#papers#sigops94.ps,/Operating_Systems/Memory_Management/,Operating_Systems
15408,http:##www.psrg.lcs.mit.edu#~james#drafts#sigops94-exokernels.ps,/Hardware_and_Architecture/Memory_Structures/,Hardware_and_Architecture
15417,http:##http.cs.berkeley.edu#~gribble#osprelims#F95#papers#plan9_new.ps.gz,/Operating_Systems/Distributed/,Operating_Systems
15426,http:##www.iscs.nus.sg#~plong#papers#fatshat.ps,/Artificial_Intelligence/Machine_Learning/Theory/,Artificial_Intelligence
15429,http:##www.research.att.com#~mkearns#papers#lower.ps.Z,/Artificial_Intelligence/Machine_Learning/Theory/,Artificial_Intelligence
15431,http:##www.iscs.nus.sg#~plong#papers#sauer.ps,/Artificial_Intelligence/Machine_Learning/Theory/,Artificial_Intelligence
15453,http:##www.cs.nyu.edu#phd_students#ishikawa#segment.ps.gz,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15456,http:##www.neci.nj.nec.com#homepages#sebastien#papers#iccv98#final.ps.gz,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15458,http:##www.cs.utexas.edu#users#mfkb#papers#acker-94.ps,/Artificial_Intelligence/Knowledge_Representation/,Artificial_Intelligence
15463,http:##www.cs.utexas.edu#users#mfkb#papers#theorist-95.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15467,file:##ftp.cs.utexas.edu#pub#qsim#papers#Crawford-PhD-91.ps.Z,/Artificial_Intelligence/Knowledge_Representation/,Artificial_Intelligence
15470,http:##www.cs.utexas.edu#users#mfkb#papers#eilerts.ps,/Artificial_Intelligence/Knowledge_Representation/,Artificial_Intelligence
15471,ftp:##ftp.cs.columbia.edu#pub#nlp-class#fuf-manual.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15472,http:##www.cs.columbia.edu#~library#theses#elhadad.ps.gz,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15480,http:##www.isi.edu#natural-language#discourse#text-planning-ov.ps,/Artificial_Intelligence/Planning/,Artificial_Intelligence
15499,http:##www.cs.columbia.edu#~shaw#papers#anlp94.ps.gz,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15504,http:##www.cs.pitt.edu#~jmoore#papers#cl93.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15510,ftp:##ftp.cs.columbia.edu#reports#reports-1994#cucs-034-94.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15549,ftp:##cse.ogi.edu#pub#tech-reports#1996#96-TH-003.ps.gz,/Artificial_Intelligence/Speech/,Artificial_Intelligence
15563,ftp:##ftp.cs.rochester.edu#pub#u#michael#ICCD96.ps.gz,/Operating_Systems/Memory_Management/,Operating_Systems
15573,http:##www.cs.utah.edu#projects#avalanche#sync.ps,/Operating_Systems/Memory_Management/,Operating_Systems
15581,http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#link#www#papers#ps#repulsion.ps,/Artificial_Intelligence/Speech/,Artificial_Intelligence
15584,http:##c.gp.cs.cmu.edu:5103#afs#cs.cmu.edu#user#lafferty#www#ps#ifrf.ps,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
15585,ftp:##ftp.cs.columbia.edu#pub#cs4999#hearstAcl94.ps,/Information_Retrieval/Retrieval/,Information_Retrieval
15601,ftp:##ftp.irisa.fr#techreports#1995#PI-900.ps.gz,/Operating_Systems/Distributed/,Operating_Systems
15609,ftp:##ftp.cs.caltech.edu#tr#cs-tr-94-08.ps.Z,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
15614,ftp:##ftp.cs.umd.edu#pub#papers#papers#3266#3266.ps.Z,/Programming/Compiler_Design/,Programming
15616,ftp:##ftp.cs.umd.edu#pub#papers#papers#3565#3565.ps.Z,/Programming/Compiler_Design/,Programming
15649,ftp:##ftp.cs.rochester.edu#pub#papers#ai#92.traum-allen.ICSLP92.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
15652,http:##www.econ.iastate.edu#tesfatsi#ipdcrbs.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
15667,http:##www.econ.iastate.edu#tesfatsi#platroot.ps,/Artificial_Intelligence/Agents/,Artificial_Intelligence
15670,http:##www.cs.wisc.edu#~fischer#ftp#pub#tech-reports#ncstrl.uwmadison#CS-TR-95-1259#CS-TR-95-1259.ps.Z,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/,Artificial_Intelligence
15676,http:##www2.cs.cornell.edu#tve#papers#sp2am.ps,/Networking/Protocols/,Networking
15689,http:##www.ics.uci.edu#~kibler#mlc95.ps,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
15697,http:##www.cs.jhu.edu#~brill#dissertation.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15698,ftp:##ftp.cs.columbia.edu#pub#cs4999#brill94.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15701,http:##www.cs.cornell.edu#faculty#home#cardie#papers#aaai-91.ps,/Artificial_Intelligence/NLP/,Artificial_Intelligence
15718,http:##www.icsi.berkeley.edu#~yairb#pubs#B-prob-approx.ps,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
15719,http:##www.cs.cmu.edu#afs#cs.cmu.edu#user#avrim#www#Papers#mts_experts.ps.gz,/Artificial_Intelligence/Machine_Learning/Theory/,Artificial_Intelligence
15727,http:##daphne.cs.ucla.edu#elias#publications#paper-kp95.ps,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
15751,http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#jass#www#papers#ppopp90.ps,/Programming/Compiler_Design/,Programming
15759,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR90052-S.ps.gz,/Programming/Compiler_Design/,Programming
15767,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR90064.ps.gz,/Programming/Compiler_Design/,Programming
15806,http:##www.cs.utoronto.ca#~cogrobo#induction.ps.Z,/Artificial_Intelligence/Knowledge_Representation/,Artificial_Intelligence
15816,ftp:##ftp.cs.washington.edu#tr#1992#03#UW-CSE-92-03-05.PS.Z,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
15819,ftp:##ftp.cs.washington.edu#tr#1991#06#UW-CSE-91-06-02.PS.Z,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
15830,http:##www.cs.washington.edu#homes#tompa#papers#cyclesiam.ps,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
15852,http:##www.cs.huji.ac.il#~noam#con15.ps,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
15853,http:##www.cs.huji.ac.il#~noam#sl.ps,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
15860,http:##www.cs.utexas.edu#users#diz#edge.ps,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
15884,http:##www.cs.cmu.edu#~myoung#publications#isp-tr-94-2.ps,/Artificial_Intelligence/Planning/,Artificial_Intelligence
15885,http:##www.isp.pitt.edu#FTP#pub#papers#technical-reports#94-1.ps,/Artificial_Intelligence/Planning/,Artificial_Intelligence
15889,http:##www.techfak.uni-bielefeld.de#techfak#persons#katy#ewcbr93.ps.gz,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
15892,ftp:##ftp.gmd.de#GMD#ai-research#Publications#Fabel#CAAD95-coulon.ps.gz,/Artificial_Intelligence/Machine_Learning/Case-Based/,Artificial_Intelligence
15915,ftp:##ftp.cs.arizona.edu#xkernel#Papers#images.ps,/Networking/Protocols/,Networking
15934,ftp:##ftp.cc.gatech.edu#pub#gvu#tr#1995#95-27.ps.Z,/Human_Computer_Interaction/Interface_Design/,Human_Computer_Interaction
15957,ftp:##ftp.cs.monash.edu.au#publications#1995#kelly1.ps.gz,/Programming/Logic/,Programming
15975,http:##www.physics.utah.edu#~basko#root#u#res2#basko#include#stl#doc#algor.ps.gz,/Programming/Object_Oriented/,Programming
15979,http:##www.cs.washington.edu#homes#vanhilst#fse60l.ps.gz,/Programming/Object_Oriented/,Programming
15980,http:##www.cs.washington.edu#homes#vanhilst#isotA.ps.gz,/Programming/Object_Oriented/,Programming
15984,http:##bayes.stat.washington.edu#PAPERS#dstarbma.ps,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/,Artificial_Intelligence
15987,ftp:##ftp.cs.ucla.edu#pub#stat_ser#R183.ps,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/,Artificial_Intelligence
16008,ftp:##ftp.cs.uu.nl#pub#RUU#CS#techreps#CS-1992#1992-36.ps.gz,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/,Artificial_Intelligence
16019,http:##www.iscs.nus.sg#~liuh#smc95.ps,/Artificial_Intelligence/Data_Mining/,Artificial_Intelligence
16020,http:##www.iscs.nus.sg#~liuh#vldb95.ps,/Artificial_Intelligence/Data_Mining/,Artificial_Intelligence
16029,ftp:##ftp.cs.umd.edu#pub#sel#papers#ICSM94.ps.Z,/Programming/Software_Development/,Programming
16033,http:##www.cs.umd.edu#users#cml#work#pubs#1993-spmp.ps.gz,/Programming/Software_Development/,Programming
16034,http:##www.cs.umd.edu#users#melo#ADELE#csm93.ps,/Programming/Software_Development/,Programming
16037,ftp:##ftp.cs.umd.edu#pub#sel#papers#cascon94.ps.Z,/Artificial_Intelligence/Planning/,Artificial_Intelligence
16038,ftp:##ftp.cs.toronto.edu#pub#eric#COOCS93.ps.Z,/Artificial_Intelligence/Agents/,Artificial_Intelligence
16124,ftp:##cml.rice.edu#pub#reports#9120.ps.Z,/Encryption_and_Compression/Compression/,Encryption_and_Compression
16134,http:##www.cs.gatech.edu#classes#cs7322_97_spring#papers#Wang93a.ps.Z,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
16157,http:##www.cs.cmu.edu#afs#cs#project#sensor-9#ftp#papers#sriram_SPIE95_paper.ps,/Encryption_and_Compression/Compression/,Encryption_and_Compression
16160,http:##c.gp.cs.cmu.edu:5103#afs#cs#project#sensor-9#ftp#papers#grinberg_spie95.ps,/Human_Computer_Interaction/Graphics_and_Virtual_Reality/,Human_Computer_Interaction
16173,http:##c.gp.cs.cmu.edu:5103#afs#cs#project#sensor-9#ftp#papers#jmcv_phd.ps.gz,/Encryption_and_Compression/Compression/,Encryption_and_Compression
16206,http:##www.cs.washington.edu:80#homes#bershad#osdi94cml.ps,/Hardware_and_Architecture/Memory_Structures/,Hardware_and_Architecture
16212,ftp:##ftp.cs.utexas.edu#pub#mooney#papers#rapier-acl-wkshp-97.ps.Z,/Information_Retrieval/Extraction/,Information_Retrieval
16213,http:##cobar.cs.umass.edu#pubfiles#soderland_aaai95.ps,/Information_Retrieval/Extraction/,Information_Retrieval
16214,http:##www.cs.columbia.edu#~pkc#papers#cikm93.ps,/Artificial_Intelligence/Data_Mining/,Artificial_Intelligence
16217,http:##www.ri.cmu.edu#afs#cs.cmu.edu#user#dayne#www#ps#gi-ie.ps.Z,/Information_Retrieval/Extraction/,Information_Retrieval
16218,http:##www.cs.cmu.edu#afs#cs#project#theo-11#www#wwkb#webie.ps.gz,/Information_Retrieval/Extraction/,Information_Retrieval
16219,ftp:##ftp.cs.washington.edu#pub#ai#kushmerick-ijcai97.ps.Z,/Information_Retrieval/Extraction/,Information_Retrieval
16220,http:##www.research.att.com#~lewis#papers#lewis91f.ps,/Information_Retrieval/Retrieval/,Information_Retrieval
16233,http:##www.ai.sri.com#~bmoore#speech-slt-95.ps.gz,/Artificial_Intelligence/Speech/,Artificial_Intelligence
16240,ftp:##ftp.cs.uchicago.edu#pub#publications#tech-reports#TR-91-30.ps,/Data_Structures__Algorithms_and_Theory/Computational_Complexity/,Data_Structures__Algorithms_and_Theory
16263,http:##dimacs.rutgers.edu#techps#1993#93-70.ps,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
16315,http:##www.math.tau.ac.il#~megiddo#psfiles#lpcitrev.ps.gz,/Data_Structures__Algorithms_and_Theory/Randomized/,Data_Structures__Algorithms_and_Theory
16330,http:##www.umiacs.umd.edu#users#vishkin#PUBLICATIONS#ansv.ps,/Data_Structures__Algorithms_and_Theory/Parallel/,Data_Structures__Algorithms_and_Theory
16373,ftp:##ftp.cs.rutgers.edu#pub#farach#2dAlphaInd.ps.Z,/Encryption_and_Compression/Compression/,Encryption_and_Compression
16386,http:##www.eecs.umich.edu#~qstout#pap#JAlg97.ps,/Data_Structures__Algorithms_and_Theory/Sorting/,Data_Structures__Algorithms_and_Theory
16401,http:##www.cs.utexas.edu#users#vlr#papers#jcss96.ps,/Data_Structures__Algorithms_and_Theory/Sorting/,Data_Structures__Algorithms_and_Theory
16435,http:##www.neci.nj.nec.com#homepages#giles#papers#DeBruijn.automata.learning.feedforward.nets.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16437,http:##www.neci.nj.nec.com#homepages#giles#papers#Cog.Sci.conf.14th.NNPDA.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16451,ftp:##ftp.cs.umd.edu#pub#papers#papers#3226#3226.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16461,ftp:##ftp.cs.umd.edu#pub#papers#papers#3479#3479.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16462,ftp:##ftp.cs.wisc.edu#machine-learning#shavlik-group#maclin.mlrgwp91.ps,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16463,ftp:##ftp.cs.wisc.edu#machine-learning#shavlik-group#maclin.mlc91.ps,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16470,ftp:##ftp.cs.umd.edu#pub#papers#papers#3396#3396.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16471,ftp:##ftp.cs.umd.edu#pub#papers#papers#3460#3460.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16474,http:##www.neci.nj.nec.com#homepages#giles#papers#IEEE.TKDE.rule.revision.rnns.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16476,ftp:##ftp.cs.umd.edu#pub#papers#papers#3465#3465.ps.Z,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16485,http:##www.math.rutgers.edu#~sycon#OLDER_REPORTS#sycon-91-11.ps.gz,/Artificial_Intelligence/Machine_Learning/Neural_Networks/,Artificial_Intelligence
16521,ftp:##ftp.cse.unsw.edu.au#pub#users#andrewt#publications#1996#129.ps.Z,/Artificial_Intelligence/Expert_Systems/,Artificial_Intelligence
16522,ftp:##ftp.cse.unsw.edu.au#pub#users#andrewt#publications#1996#139.ps.Z,/Artificial_Intelligence/Expert_Systems/,Artificial_Intelligence
16524,http:##ki.cs.tu-berlin.de#~scheffer#artikel#scheffer96.ps,/Artificial_Intelligence/Expert_Systems/,Artificial_Intelligence
16529,http:##arti.vub.ac.be#~walter#papers#issues#issues.ps,/Artificial_Intelligence/Expert_Systems/,Artificial_Intelligence
16560,http:##www.cs.technion.ac.il#~david#Papers#Tech_Reports#lpcr9507.PS.gz,/Programming/Object_Oriented/,Programming
16580,http:##www-csag.cs.uiuc.edu#papers#kim-ms.ps,/Operating_Systems/Fault_Tolerance/,Operating_Systems
16586,http:##www.isi.edu#~draper#papers#ipps92.ps.Z,/Networking/Routing/,Networking
16605,file:##ftp.cis.ohio-state.edu#pub#tech-report#1993#TR26.ps.gz,/Operating_Systems/Fault_Tolerance/,Operating_Systems
16622,http:##www.cs.colostate.edu#~vision#ps#iuw94-rangeview-wnums.ps.gz,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
16626,http:##www.ai.sri.com#~radius#docs#iu-on-mse.ps.Z,/Artificial_Intelligence/Vision_and_Pattern_Recognition/,Artificial_Intelligence
16662,http:##www.sics.se#~annika#umuai-final.ps.Z,/Artificial_Intelligence/Agents/,Artificial_Intelligence
16674,http:##www.cs.columbia.edu#mcl#papers#mlic.ps.gz,/Programming/Software_Development/,Programming
